"","@id","@type","name"
"1","/countries/1","http://schema.org/Country","Qatar"
"2","/countries/2","http://schema.org/Country","Iran"
"3","/countries/3","http://schema.org/Country","United States"
"4","/countries/4","http://schema.org/Country","Russia"
"5","/countries/5","http://schema.org/Country","Iraq"
"6","/countries/6","http://schema.org/Country","Armenia"
"7","/countries/7","http://schema.org/Country","Baltic states"
"8","/countries/8","http://schema.org/Country","US"
"9","/countries/9","http://schema.org/Country","Ukraine"
"10","/countries/10","http://schema.org/Country","West"
"11","/countries/11","http://schema.org/Country","The West"
"12","/countries/12","http://schema.org/Country","Montenegro"
"13","/countries/13","http://schema.org/Country","Europe"
"14","/countries/14","http://schema.org/Country","EU"
"15","/countries/15","http://schema.org/Country","The Netherlands"
"16","/countries/16","http://schema.org/Country","United Kingdom"
"17","/countries/17","http://schema.org/Country","Syria"
"18","/countries/18","http://schema.org/Country","Turkey"
"19","/countries/19","http://schema.org/Country","Italy"
"20","/countries/20","http://schema.org/Country","Estonia"
"21","/countries/21","http://schema.org/Country","North Macedonia"
"22","/countries/22","http://schema.org/Country","Serbia"
"23","/countries/23","http://schema.org/Country","Bosnia and Herzegovina"
"24","/countries/24","http://schema.org/Country","Poland"
"25","/countries/25","http://schema.org/Country","USSR"
"26","/countries/26","http://schema.org/Country","Hungary"
"27","/countries/27","http://schema.org/Country","Venezuela"
"28","/countries/28","http://schema.org/Country","Moldova"
"29","/countries/29","http://schema.org/Country","Romania"
"30","/countries/30","http://schema.org/Country","Germany"
"31","/countries/31","http://schema.org/Country","China"
"32","/countries/32","http://schema.org/Country","Libya"
"33","/countries/33","http://schema.org/Country","International"
"34","/countries/34","http://schema.org/Country","Afghanistan"
"35","/countries/35","http://schema.org/Country","UK"
"36","/countries/36","http://schema.org/Country","Sweden"
"37","/countries/37","http://schema.org/Country","Finland"
"38","/countries/38","http://schema.org/Country","Yugoslavia"
"39","/countries/39","http://schema.org/Country","Sweden 1"
"40","/countries/40","http://schema.org/Country","Brazil"
"41","/countries/41","http://schema.org/Country","Colombia"
"42","/countries/42","http://schema.org/Country","Peru"
"43","/countries/43","http://schema.org/Country","Ecuador"
"44","/countries/44","http://schema.org/Country","Honduras"
"45","/countries/45","http://schema.org/Country","Paraguay"
"46","/countries/46","http://schema.org/Country","Chile"
"47","/countries/47","http://schema.org/Country","Israel"
"48","/countries/48","http://schema.org/Country","Guatemala"
"49","/countries/49","http://schema.org/Country","Lithuania"
"50","/countries/50","http://schema.org/Country","Latvia"
"51","/countries/51","http://schema.org/Country","Mexico"
"52","/countries/52","http://schema.org/Country","Bolivia"
"53","/countries/53","http://schema.org/Country","France"
"54","/countries/54","http://schema.org/Country","Norway"
"55","/countries/55","http://schema.org/Country","Belarus"
"56","/countries/56","http://schema.org/Country","Hong Kong"
"57","/countries/57","http://schema.org/Country","Vatican"
"58","/countries/58","http://schema.org/Country","Saudi Arabia"
"59","/countries/59","http://schema.org/Country","Denmark"
"60","/countries/60","http://schema.org/Country","Australia"
"61","/countries/61","http://schema.org/Country","Belgium"
"62","/countries/62","http://schema.org/Country","Georgia"
"63","/countries/63","http://schema.org/Country","Middle East"
"64","/countries/64","http://schema.org/Country","Czech Republic"
"65","/countries/65","http://schema.org/Country","Slovakia"
"66","/countries/66","http://schema.org/Country","Eastern Europe"
"67","/countries/67","http://schema.org/Country","Malaysia"
"68","/countries/68","http://schema.org/Country","Greece"
"69","/countries/69","http://schema.org/Country","Central Europe"
"70","/countries/70","http://schema.org/Country","Azerbaijan"
"71","/countries/71","http://schema.org/Country","Bulgaria"
"72","/countries/72","http://schema.org/Country","Kosovo"
"73","/countries/73","http://schema.org/Country","CIS"
"74","/countries/74","http://schema.org/Country","Japan"
"75","/countries/75","http://schema.org/Country","Spain"
"76","/countries/76","http://schema.org/Country","Cuba"
"77","/countries/77","http://schema.org/Country","Albania"
"78","/countries/78","http://schema.org/Country","Africa"
"79","/countries/79","http://schema.org/Country","Middle East and Africa"
"80","/countries/80","http://schema.org/Country","Croatia"
"81","/countries/81","http://schema.org/Country","Slovenia"
"82","/countries/82","http://schema.org/Country","Congo"
"83","/countries/83","http://schema.org/Country","Kazakhstan"
"84","/countries/84","http://schema.org/Country","Kurdistan"
"85","/countries/85","http://schema.org/Country","Jordan"
"86","/countries/86","http://schema.org/Country","Canada"
"87","/countries/87","http://schema.org/Country","United Nations"
"88","/countries/88","http://schema.org/Country","Portugal"
"89","/countries/89","http://schema.org/Country","Austria"
"90","/countries/90","http://schema.org/Country","New Zealand"
"91","/countries/91","http://schema.org/Country","Egypt"
"92","/countries/92","http://schema.org/Country","Kirgizstan"
"93","/countries/93","http://schema.org/Country","Tajikistan"
"94","/countries/94","http://schema.org/Country","Uzbekistan"
"95","/countries/95","http://schema.org/Country","Turkmenistan"
"96","/countries/96","http://schema.org/Country","North Korea"
"97","/countries/97","http://schema.org/Country","Thailand"
"98","/countries/98","http://schema.org/Country","Sri Lanka"
"99","/countries/99","http://schema.org/Country","Philippines"
"100","/countries/100","http://schema.org/Country","Switzerland"
"101","/countries/101","http://schema.org/Country","Luxembourg"
"102","/countries/102","http://schema.org/Country","FYROM"
"103","/countries/103","http://schema.org/Country","Dominican Republic"
"104","/countries/104","http://schema.org/Country","Mongolia"
"105","/countries/105","http://schema.org/Country","India"
"106","/countries/106","http://schema.org/Country","South Korea"
"107","/countries/107","http://schema.org/Country","Ireland"
"108","/countries/108","http://schema.org/Country","Cyprus"
"109","/countries/109","http://schema.org/Country","CEE"
"110","/countries/110","http://schema.org/Country","SEE"
"111","/countries/111","http://schema.org/Country","Chechnya"
"112","/countries/112","http://schema.org/Country","Sudan"
"113","/countries/113","http://schema.org/Country","Islam"
"114","/countries/114","http://schema.org/Country","GDR"
"115","/countries/115","http://schema.org/Country","Yemen"
"116","/countries/116","http://schema.org/Country","David Icke"
"117","/countries/117","http://schema.org/Country","Al-Qaeda"
"118","/countries/118","http://schema.org/Country","Daesh"
"119","/countries/119","http://schema.org/Country","Mali"
